Time	Node	Type	Packets	
186	2	CacheHits	1
186	2	CacheMisses	92
187	0	CacheHits	0
187	0	CacheMisses	117
187	1	CacheHits	0
187	1	CacheMisses	117
187	2	CacheHits	1
187	2	CacheMisses	118
188	0	CacheHits	0
188	0	CacheMisses	0
188	1	CacheHits	0
188	1	CacheMisses	0
188	2	CacheHits	0
188	2	CacheMisses	0
189	0	CacheHits	0
189	0	CacheMisses	71
189	1	CacheHits	0
189	1	CacheMisses	71
189	2	CacheHits	1
189	2	CacheMisses	72
190	0	CacheHits	0
190	0	CacheMisses	0
190	1	CacheHits	0
190	1	CacheMisses	0
190	2	CacheHits	0
190	2	CacheMisses	0
191	0	CacheHits	0
191	0	CacheMisses	13
191	1	CacheHits	0
191	1	CacheMisses	22
191	2	CacheHits	1
191	2	CacheMisses	31
192	0	CacheHits	0
192	0	CacheMisses	52
192	1	CacheHits	0
192	1	CacheMisses	43
192	2	CacheHits	0
192	2	CacheMisses	35
193	0	CacheHits	0
193	0	CacheMisses	0
193	1	CacheHits	0
193	1	CacheMisses	0
193	2	CacheHits	0
193	2	CacheMisses	0
194	0	CacheHits	0
194	0	CacheMisses	80
194	1	CacheHits	0
194	1	CacheMisses	80
194	2	CacheHits	1
194	2	CacheMisses	81
195	0	CacheHits	0
195	0	CacheMisses	0
195	1	CacheHits	0
195	1	CacheMisses	0
195	2	CacheHits	0
195	2	CacheMisses	0
196	0	CacheHits	0
196	0	CacheMisses	138
196	1	CacheHits	0
196	1	CacheMisses	138
196	2	CacheHits	1
196	2	CacheMisses	139
197	0	CacheHits	0
197	0	CacheMisses	101
197	1	CacheHits	0
197	1	CacheMisses	101
197	2	CacheHits	1
197	2	CacheMisses	102
198	0	CacheHits	0
198	0	CacheMisses	0
198	1	CacheHits	0
198	1	CacheMisses	0
198	2	CacheHits	0
198	2	CacheMisses	0
199	0	CacheHits	0
199	0	CacheMisses	49
199	1	CacheHits	0
199	1	CacheMisses	49
199	2	CacheHits	1
199	2	CacheMisses	50
200	0	CacheHits	0
200	0	CacheMisses	0
200	1	CacheHits	0
200	1	CacheMisses	0
200	2	CacheHits	0
200	2	CacheMisses	0
201	0	CacheHits	0
201	0	CacheMisses	96
201	1	CacheHits	0
201	1	CacheMisses	96
201	2	CacheHits	1
201	2	CacheMisses	97
202	0	CacheHits	0
202	0	CacheMisses	0
202	1	CacheHits	0
202	1	CacheMisses	0
202	2	CacheHits	0
202	2	CacheMisses	0
203	0	CacheHits	0
203	0	CacheMisses	0
203	1	CacheHits	0
203	1	CacheMisses	0
203	2	CacheHits	1
203	2	CacheMisses	6
204	0	CacheHits	0
204	0	CacheMisses	60
204	1	CacheHits	0
204	1	CacheMisses	60
204	2	CacheHits	0
204	2	CacheMisses	55
205	0	CacheHits	0
205	0	CacheMisses	0
205	1	CacheHits	0
205	1	CacheMisses	0
205	2	CacheHits	0
205	2	CacheMisses	0
206	0	CacheHits	0
206	0	CacheMisses	56
206	1	CacheHits	0
206	1	CacheMisses	56
206	2	CacheHits	1
206	2	CacheMisses	57
207	0	CacheHits	0
207	0	CacheMisses	0
207	1	CacheHits	0
207	1	CacheMisses	0
207	2	CacheHits	0
207	2	CacheMisses	0
208	0	CacheHits	0
208	0	CacheMisses	50
208	1	CacheHits	0
208	1	CacheMisses	50
208	2	CacheHits	1
208	2	CacheMisses	51
209	0	CacheHits	0
209	0	CacheMisses	0
209	1	CacheHits	0
209	1	CacheMisses	0
209	2	CacheHits	0
209	2	CacheMisses	0
210	0	CacheHits	0
210	0	CacheMisses	68
210	1	CacheHits	0
210	1	CacheMisses	68
210	2	CacheHits	1
210	2	CacheMisses	69
211	0	CacheHits	0
211	0	CacheMisses	281
211	1	CacheHits	0
211	1	CacheMisses	281
211	2	CacheHits	1
211	2	CacheMisses	282
212	0	CacheHits	0
212	0	CacheMisses	0
212	1	CacheHits	0
212	1	CacheMisses	0
212	2	CacheHits	0
212	2	CacheMisses	0
213	0	CacheHits	0
213	0	CacheMisses	10
213	1	CacheHits	0
213	1	CacheMisses	10
213	2	CacheHits	1
213	2	CacheMisses	11
214	0	CacheHits	0
214	0	CacheMisses	165
214	1	CacheHits	0
214	1	CacheMisses	165
214	2	CacheHits	0
214	2	CacheMisses	165
215	0	CacheHits	0
215	0	CacheMisses	0
215	1	CacheHits	0
215	1	CacheMisses	0
215	2	CacheHits	0
215	2	CacheMisses	0
216	0	CacheHits	0
216	0	CacheMisses	177
216	1	CacheHits	0
216	1	CacheMisses	177
216	2	CacheHits	1
216	2	CacheMisses	178
217	0	CacheHits	0
217	0	CacheMisses	173
217	1	CacheHits	0
217	1	CacheMisses	173
217	2	CacheHits	1
217	2	CacheMisses	174
218	0	CacheHits	0
218	0	CacheMisses	0
218	1	CacheHits	0
218	1	CacheMisses	0
218	2	CacheHits	0
218	2	CacheMisses	0
219	0	CacheHits	0
219	0	CacheMisses	75
219	1	CacheHits	0
219	1	CacheMisses	75
219	2	CacheHits	1
219	2	CacheMisses	76
220	0	CacheHits	0
220	0	CacheMisses	0
220	1	CacheHits	0
220	1	CacheMisses	0
220	2	CacheHits	0
220	2	CacheMisses	0
221	0	CacheHits	0
221	0	CacheMisses	10
221	1	CacheHits	0
221	1	CacheMisses	10
221	2	CacheHits	1
221	2	CacheMisses	11
222	0	CacheHits	0
222	0	CacheMisses	144
222	1	CacheHits	0
222	1	CacheMisses	144
222	2	CacheHits	0
222	2	CacheMisses	144
223	0	CacheHits	0
223	0	CacheMisses	0
223	1	CacheHits	0
223	1	CacheMisses	0
223	2	CacheHits	0
223	2	CacheMisses	0
224	0	CacheHits	0
224	0	CacheMisses	96
224	1	CacheHits	0
224	1	CacheMisses	96
224	2	CacheHits	1
224	2	CacheMisses	97
225	0	CacheHits	0
225	0	CacheMisses	0
225	1	CacheHits	0
225	1	CacheMisses	0
225	2	CacheHits	0
225	2	CacheMisses	0
226	0	CacheHits	0
226	0	CacheMisses	85
226	1	CacheHits	0
226	1	CacheMisses	85
226	2	CacheHits	1
226	2	CacheMisses	86
227	0	CacheHits	0
227	0	CacheMisses	157
227	1	CacheHits	0
227	1	CacheMisses	157
227	2	CacheHits	1
227	2	CacheMisses	158
228	0	CacheHits	0
228	0	CacheMisses	0
228	1	CacheHits	0
228	1	CacheMisses	0
228	2	CacheHits	0
228	2	CacheMisses	0
229	0	CacheHits	0
229	0	CacheMisses	92
229	1	CacheHits	0
229	1	CacheMisses	101
229	2	CacheHits	1
229	2	CacheMisses	106
230	0	CacheHits	0
230	0	CacheMisses	13
230	1	CacheHits	0
230	1	CacheMisses	4
230	2	CacheHits	0
230	2	CacheMisses	0
231	0	CacheHits	0
231	0	CacheMisses	0
231	1	CacheHits	0
231	1	CacheMisses	0
231	2	CacheHits	0
231	2	CacheMisses	0
232	0	CacheHits	0
232	0	CacheMisses	84
232	1	CacheHits	0
232	1	CacheMisses	84
232	2	CacheHits	1
232	2	CacheMisses	85
233	0	CacheHits	0
233	0	CacheMisses	0
233	1	CacheHits	0
233	1	CacheMisses	0
233	2	CacheHits	0
233	2	CacheMisses	0
234	0	CacheHits	0
234	0	CacheMisses	84
234	1	CacheHits	0
234	1	CacheMisses	84
234	2	CacheHits	1
234	2	CacheMisses	85
235	0	CacheHits	0
235	0	CacheMisses	0
235	1	CacheHits	0
235	1	CacheMisses	0
235	2	CacheHits	0
235	2	CacheMisses	0
236	0	CacheHits	0
236	0	CacheMisses	104
236	1	CacheHits	0
236	1	CacheMisses	104
236	2	CacheHits	1
236	2	CacheMisses	105
237	0	CacheHits	0
237	0	CacheMisses	75
237	1	CacheHits	0
237	1	CacheMisses	75
237	2	CacheHits	1
237	2	CacheMisses	76
238	0	CacheHits	0
238	0	CacheMisses	0
238	1	CacheHits	0
238	1	CacheMisses	0
238	2	CacheHits	0
238	2	CacheMisses	0
239	0	CacheHits	0
239	0	CacheMisses	179
239	1	CacheHits	0
239	1	CacheMisses	188
239	2	CacheHits	1
239	2	CacheMisses	197
240	0	CacheHits	0
240	0	CacheMisses	76
240	1	CacheHits	0
240	1	CacheMisses	67
240	2	CacheHits	0
240	2	CacheMisses	59
241	0	CacheHits	0
241	0	CacheMisses	1
241	1	CacheHits	0
241	1	CacheMisses	1
241	2	CacheHits	0
241	2	CacheMisses	0
242	0	CacheHits	0
242	0	CacheMisses	227
242	1	CacheHits	0
242	1	CacheMisses	227
242	2	CacheHits	1
242	2	CacheMisses	228
243	0	CacheHits	0
243	0	CacheMisses	99
243	1	CacheHits	0
243	1	CacheMisses	99
243	2	CacheHits	1
243	2	CacheMisses	100
244	0	CacheHits	0
244	0	CacheMisses	0
244	1	CacheHits	0
244	1	CacheMisses	0
244	2	CacheHits	0
244	2	CacheMisses	0
245	0	CacheHits	0
245	0	CacheMisses	101
245	1	CacheHits	0
245	1	CacheMisses	101
245	2	CacheHits	1
245	2	CacheMisses	102
246	0	CacheHits	0
246	0	CacheMisses	0
246	1	CacheHits	0
246	1	CacheMisses	0
246	2	CacheHits	0
246	2	CacheMisses	0
247	0	CacheHits	0
247	0	CacheMisses	95
247	1	CacheHits	0
247	1	CacheMisses	104
247	2	CacheHits	1
247	2	CacheMisses	113
248	0	CacheHits	0
248	0	CacheMisses	74
248	1	CacheHits	0
248	1	CacheMisses	65
248	2	CacheHits	0
248	2	CacheMisses	57
249	0	CacheHits	0
249	0	CacheMisses	0
249	1	CacheHits	0
249	1	CacheMisses	0
249	2	CacheHits	0
249	2	CacheMisses	0
250	0	CacheHits	0
250	0	CacheMisses	135
250	1	CacheHits	0
250	1	CacheMisses	135
250	2	CacheHits	1
250	2	CacheMisses	136
251	0	CacheHits	0
251	0	CacheMisses	0
251	1	CacheHits	0
251	1	CacheMisses	0
251	2	CacheHits	0
251	2	CacheMisses	0
252	0	CacheHits	0
252	0	CacheMisses	72
252	1	CacheHits	0
252	1	CacheMisses	72
252	2	CacheHits	1
252	2	CacheMisses	73
253	0	CacheHits	0
253	0	CacheMisses	79
253	1	CacheHits	0
253	1	CacheMisses	79
253	2	CacheHits	1
253	2	CacheMisses	80
254	0	CacheHits	0
254	0	CacheMisses	0
254	1	CacheHits	0
254	1	CacheMisses	0
254	2	CacheHits	0
254	2	CacheMisses	0
255	0	CacheHits	0
255	0	CacheMisses	48
255	1	CacheHits	0
255	1	CacheMisses	48
255	2	CacheHits	1
255	2	CacheMisses	49
256	0	CacheHits	0
256	0	CacheMisses	0
256	1	CacheHits	0
256	1	CacheMisses	0
256	2	CacheHits	0
256	2	CacheMisses	0
257	0	CacheHits	0
257	0	CacheMisses	63
257	1	CacheHits	0
257	1	CacheMisses	63
257	2	CacheHits	1
257	2	CacheMisses	64
258	0	CacheHits	0
258	0	CacheMisses	0
258	1	CacheHits	0
258	1	CacheMisses	0
258	2	CacheHits	0
258	2	CacheMisses	0
259	0	CacheHits	0
259	0	CacheMisses	10
259	1	CacheHits	0
259	1	CacheMisses	18
259	2	CacheHits	1
259	2	CacheMisses	27
260	0	CacheHits	0
260	0	CacheMisses	39
260	1	CacheHits	0
260	1	CacheMisses	31
260	2	CacheHits	0
260	2	CacheMisses	23
261	0	CacheHits	0
261	0	CacheMisses	0
261	1	CacheHits	0
261	1	CacheMisses	0
261	2	CacheHits	0
261	2	CacheMisses	0
262	0	CacheHits	0
262	0	CacheMisses	150
262	1	CacheHits	0
262	1	CacheMisses	150
262	2	CacheHits	1
262	2	CacheMisses	151
263	0	CacheHits	0
263	0	CacheMisses	0
263	1	CacheHits	0
263	1	CacheMisses	0
263	2	CacheHits	0
263	2	CacheMisses	0
264	0	CacheHits	0
264	0	CacheMisses	155
264	1	CacheHits	0
264	1	CacheMisses	155
264	2	CacheHits	1
264	2	CacheMisses	156
265	0	CacheHits	0
265	0	CacheMisses	100
265	1	CacheHits	0
265	1	CacheMisses	100
265	2	CacheHits	1
265	2	CacheMisses	101
266	0	CacheHits	0
266	0	CacheMisses	0
266	1	CacheHits	0
266	1	CacheMisses	0
266	2	CacheHits	0
266	2	CacheMisses	0
267	0	CacheHits	0
267	0	CacheMisses	89
267	1	CacheHits	0
267	1	CacheMisses	89
267	2	CacheHits	1
267	2	CacheMisses	90
268	0	CacheHits	0
268	0	CacheMisses	0
268	1	CacheHits	0
268	1	CacheMisses	0
268	2	CacheHits	0
268	2	CacheMisses	0
269	0	CacheHits	0
269	0	CacheMisses	10
269	1	CacheHits	0
269	1	CacheMisses	14
269	2	CacheHits	1
269	2	CacheMisses	23
270	0	CacheHits	0
270	0	CacheMisses	134
270	1	CacheHits	0
270	1	CacheMisses	130
270	2	CacheHits	0
270	2	CacheMisses	122
271	0	CacheHits	0
271	0	CacheMisses	0
271	1	CacheHits	0
271	1	CacheMisses	0
271	2	CacheHits	0
271	2	CacheMisses	0
272	0	CacheHits	0
272	0	CacheMisses	163
272	1	CacheHits	0
272	1	CacheMisses	163
272	2	CacheHits	1
272	2	CacheMisses	164
273	0	CacheHits	0
273	0	CacheMisses	164
273	1	CacheHits	0
273	1	CacheMisses	164
273	2	CacheHits	1
273	2	CacheMisses	165
274	0	CacheHits	0
274	0	CacheMisses	0
274	1	CacheHits	0
274	1	CacheMisses	0
274	2	CacheHits	0
274	2	CacheMisses	0
275	0	CacheHits	0
275	0	CacheMisses	145
275	1	CacheHits	0
275	1	CacheMisses	145
275	2	CacheHits	1
275	2	CacheMisses	146
276	0	CacheHits	0
276	0	CacheMisses	0
276	1	CacheHits	0
276	1	CacheMisses	0
276	2	CacheHits	0
276	2	CacheMisses	0
277	0	CacheHits	0
277	0	CacheMisses	10
277	1	CacheHits	0
277	1	CacheMisses	10
277	2	CacheHits	1
277	2	CacheMisses	11
278	0	CacheHits	0
278	0	CacheMisses	106
278	1	CacheHits	0
278	1	CacheMisses	106
278	2	CacheHits	0
278	2	CacheMisses	106
279	0	CacheHits	0
279	0	CacheMisses	0
279	1	CacheHits	0
279	1	CacheMisses	0
279	2	CacheHits	0
279	2	CacheMisses	0
280	0	CacheHits	0
280	0	CacheMisses	103
280	1	CacheHits	0
280	1	CacheMisses	103
280	2	CacheHits	1
280	2	CacheMisses	104
281	0	CacheHits	0
281	0	CacheMisses	0
281	1	CacheHits	0
281	1	CacheMisses	0
281	2	CacheHits	0
281	2	CacheMisses	0
282	0	CacheHits	0
282	0	CacheMisses	233
282	1	CacheHits	0
282	1	CacheMisses	233
282	2	CacheHits	1
282	2	CacheMisses	234
283	0	CacheHits	0
283	0	CacheMisses	162
283	1	CacheHits	0
283	1	CacheMisses	162
283	2	CacheHits	1
283	2	CacheMisses	163
284	0	CacheHits	0
284	0	CacheMisses	0
284	1	CacheHits	0
284	1	CacheMisses	0
284	2	CacheHits	0
284	2	CacheMisses	0
285	0	CacheHits	0
285	0	CacheMisses	0
285	1	CacheHits	0
285	1	CacheMisses	3
285	2	CacheHits	1
285	2	CacheMisses	11
286	0	CacheHits	0
286	0	CacheMisses	129
286	1	CacheHits	0
286	1	CacheMisses	126
286	2	CacheHits	0
286	2	CacheMisses	119
287	0	CacheHits	0
287	0	CacheMisses	0
287	1	CacheHits	0
287	1	CacheMisses	0
287	2	CacheHits	0
287	2	CacheMisses	0
288	0	CacheHits	0
288	0	CacheMisses	149
288	1	CacheHits	0
288	1	CacheMisses	149
288	2	CacheHits	1
288	2	CacheMisses	150
289	0	CacheHits	0
289	0	CacheMisses	221
289	1	CacheHits	0
289	1	CacheMisses	221
289	2	CacheHits	1
289	2	CacheMisses	222
290	0	CacheHits	0
290	0	CacheMisses	0
290	1	CacheHits	0
290	1	CacheMisses	0
290	2	CacheHits	0
290	2	CacheMisses	0
291	0	CacheHits	0
291	0	CacheMisses	97
291	1	CacheHits	0
291	1	CacheMisses	97
291	2	CacheHits	1
291	2	CacheMisses	98
292	0	CacheHits	0
292	0	CacheMisses	0
292	1	CacheHits	0
292	1	CacheMisses	0
292	2	CacheHits	0
292	2	CacheMisses	0
293	0	CacheHits	0
293	0	CacheMisses	0
293	1	CacheHits	0
293	1	CacheMisses	5
293	2	CacheHits	1
293	2	CacheMisses	11
294	0	CacheHits	0
294	0	CacheMisses	151
294	1	CacheHits	0
294	1	CacheMisses	146
294	2	CacheHits	0
294	2	CacheMisses	141
295	0	CacheHits	0
295	0	CacheMisses	0
295	1	CacheHits	0
295	1	CacheMisses	0
295	2	CacheHits	0
295	2	CacheMisses	0
296	0	CacheHits	0
296	0	CacheMisses	204
296	1	CacheHits	0
296	1	CacheMisses	204
296	2	CacheHits	1
296	2	CacheMisses	205
297	0	CacheHits	0
297	0	CacheMisses	150
297	1	CacheHits	0
297	1	CacheMisses	150
297	2	CacheHits	1
297	2	CacheMisses	151
298	0	CacheHits	0
298	0	CacheMisses	0
298	1	CacheHits	0
298	1	CacheMisses	0
298	2	CacheHits	0
298	2	CacheMisses	0
299	0	CacheHits	0
299	0	CacheMisses	125
299	1	CacheHits	0
299	1	CacheMisses	131
299	2	CacheHits	1
299	2	CacheMisses	132
300	0	CacheHits	0
300	0	CacheMisses	6
300	1	CacheHits	0
300	1	CacheMisses	0
300	2	CacheHits	0
300	2	CacheMisses	0
301	0	CacheHits	0
301	0	CacheMisses	2
301	1	CacheHits	0
301	1	CacheMisses	2
301	2	CacheHits	0
301	2	CacheMisses	1
302	0	CacheHits	0
302	0	CacheMisses	110
302	1	CacheHits	0
302	1	CacheMisses	110
302	2	CacheHits	1
302	2	CacheMisses	111
303	0	CacheHits	0
303	0	CacheMisses	0
303	1	CacheHits	0
303	1	CacheMisses	0
303	2	CacheHits	0
303	2	CacheMisses	0
304	0	CacheHits	0
304	0	CacheMisses	96
304	1	CacheHits	0
304	1	CacheMisses	96
304	2	CacheHits	1
304	2	CacheMisses	97
305	0	CacheHits	0
305	0	CacheMisses	0
305	1	CacheHits	0
305	1	CacheMisses	0
305	2	CacheHits	0
305	2	CacheMisses	0
306	0	CacheHits	0
306	0	CacheMisses	85
306	1	CacheHits	0
306	1	CacheMisses	85
306	2	CacheHits	1
306	2	CacheMisses	86
307	0	CacheHits	0
307	0	CacheMisses	55
307	1	CacheHits	0
307	1	CacheMisses	55
307	2	CacheHits	1
307	2	CacheMisses	56
308	0	CacheHits	0
308	0	CacheMisses	0
308	1	CacheHits	0
308	1	CacheMisses	0
308	2	CacheHits	0
308	2	CacheMisses	0
309	0	CacheHits	0
309	0	CacheMisses	75
309	1	CacheHits	0
309	1	CacheMisses	75
309	2	CacheHits	1
309	2	CacheMisses	76
310	0	CacheHits	0
310	0	CacheMisses	0
310	1	CacheHits	0
310	1	CacheMisses	0
310	2	CacheHits	0
310	2	CacheMisses	0
311	0	CacheHits	0
311	0	CacheMisses	53
311	1	CacheHits	0
311	1	CacheMisses	61
311	2	CacheHits	1
311	2	CacheMisses	71
312	0	CacheHits	0
312	0	CacheMisses	97
312	1	CacheHits	0
312	1	CacheMisses	89
312	2	CacheHits	0
312	2	CacheMisses	80
313	0	CacheHits	0
313	0	CacheMisses	0
313	1	CacheHits	0
313	1	CacheMisses	0
313	2	CacheHits	0
313	2	CacheMisses	0
314	0	CacheHits	0
314	0	CacheMisses	227
314	1	CacheHits	0
314	1	CacheMisses	227
314	2	CacheHits	1
314	2	CacheMisses	228
315	0	CacheHits	0
315	0	CacheMisses	214
315	1	CacheHits	0
315	1	CacheMisses	214
315	2	CacheHits	1
315	2	CacheMisses	215
316	0	CacheHits	0
316	0	CacheMisses	0
316	1	CacheHits	0
316	1	CacheMisses	0
316	2	CacheHits	0
316	2	CacheMisses	0
317	0	CacheHits	0
317	0	CacheMisses	119
317	1	CacheHits	0
317	1	CacheMisses	127
317	2	CacheHits	1
317	2	CacheMisses	136
318	0	CacheHits	0
318	0	CacheMisses	85
318	1	CacheHits	0
318	1	CacheMisses	77
318	2	CacheHits	0
318	2	CacheMisses	69
319	0	CacheHits	0
319	0	CacheMisses	0
319	1	CacheHits	0
319	1	CacheMisses	0
319	2	CacheHits	0
319	2	CacheMisses	0
320	0	CacheHits	0
320	0	CacheMisses	221
320	1	CacheHits	0
320	1	CacheMisses	221
320	2	CacheHits	1
320	2	CacheMisses	222
321	0	CacheHits	0
321	0	CacheMisses	174
321	1	CacheHits	0
321	1	CacheMisses	174
321	2	CacheHits	1
321	2	CacheMisses	175
322	0	CacheHits	0
322	0	CacheMisses	0
322	1	CacheHits	0
322	1	CacheMisses	0
322	2	CacheHits	0
322	2	CacheMisses	0
323	0	CacheHits	0
323	0	CacheMisses	152
323	1	CacheHits	0
323	1	CacheMisses	152
323	2	CacheHits	1
323	2	CacheMisses	153
324	0	CacheHits	0
324	0	CacheMisses	0
324	1	CacheHits	0
324	1	CacheMisses	0
324	2	CacheHits	0
324	2	CacheMisses	0
325	0	CacheHits	0
325	0	CacheMisses	0
325	1	CacheHits	0
325	1	CacheMisses	0
325	2	CacheHits	1
325	2	CacheMisses	7
326	0	CacheHits	0
326	0	CacheMisses	163
326	1	CacheHits	0
326	1	CacheMisses	163
326	2	CacheHits	0
326	2	CacheMisses	157
327	0	CacheHits	0
327	0	CacheMisses	0
327	1	CacheHits	0
327	1	CacheMisses	0
327	2	CacheHits	0
327	2	CacheMisses	0
328	0	CacheHits	0
328	0	CacheMisses	307
328	1	CacheHits	0
328	1	CacheMisses	307
328	2	CacheHits	1
328	2	CacheMisses	308
329	0	CacheHits	0
329	0	CacheMisses	204
329	1	CacheHits	0
329	1	CacheMisses	204
329	2	CacheHits	1
329	2	CacheMisses	205
330	0	CacheHits	0
330	0	CacheMisses	0
330	1	CacheHits	0
330	1	CacheMisses	0
330	2	CacheHits	0
330	2	CacheMisses	0
331	0	CacheHits	0
331	0	CacheMisses	0
331	1	CacheHits	0
331	1	CacheMisses	0
331	2	CacheHits	0
331	2	CacheMisses	0
332	0	CacheHits	0
332	0	CacheMisses	70
332	1	CacheHits	0
332	1	CacheMisses	70
332	2	CacheHits	1
332	2	CacheMisses	71
333	0	CacheHits	0
333	0	CacheMisses	0
333	1	CacheHits	0
333	1	CacheMisses	0
333	2	CacheHits	0
333	2	CacheMisses	0
334	0	CacheHits	0
334	0	CacheMisses	190
334	1	CacheHits	0
334	1	CacheMisses	190
334	2	CacheHits	1
334	2	CacheMisses	191
335	0	CacheHits	0
335	0	CacheMisses	188
335	1	CacheHits	0
335	1	CacheMisses	188
335	2	CacheHits	1
335	2	CacheMisses	189
336	0	CacheHits	0
336	0	CacheMisses	0
336	1	CacheHits	0
336	1	CacheMisses	0
336	2	CacheHits	0
336	2	CacheMisses	0
337	0	CacheHits	0
337	0	CacheMisses	130
337	1	CacheHits	0
337	1	CacheMisses	130
337	2	CacheHits	1
337	2	CacheMisses	131
338	0	CacheHits	0
338	0	CacheMisses	0
338	1	CacheHits	0
338	1	CacheMisses	0
338	2	CacheHits	0
338	2	CacheMisses	0
339	0	CacheHits	0
339	0	CacheMisses	0
339	1	CacheHits	0
339	1	CacheMisses	0
339	2	CacheHits	1
339	2	CacheMisses	9
340	0	CacheHits	0
340	0	CacheMisses	103
340	1	CacheHits	0
340	1	CacheMisses	103
340	2	CacheHits	0
340	2	CacheMisses	95
341	0	CacheHits	0
341	0	CacheMisses	0
341	1	CacheHits	0
341	1	CacheMisses	0
341	2	CacheHits	0
341	2	CacheMisses	0
342	0	CacheHits	0
342	0	CacheMisses	103
342	1	CacheHits	0
342	1	CacheMisses	103
342	2	CacheHits	1
342	2	CacheMisses	104
343	0	CacheHits	0
343	0	CacheMisses	0
343	1	CacheHits	0
343	1	CacheMisses	0
343	2	CacheHits	0
343	2	CacheMisses	0
344	0	CacheHits	0
344	0	CacheMisses	81
344	1	CacheHits	0
344	1	CacheMisses	81
344	2	CacheHits	1
344	2	CacheMisses	82
345	0	CacheHits	0
345	0	CacheMisses	64
345	1	CacheHits	0
345	1	CacheMisses	64
345	2	CacheHits	1
345	2	CacheMisses	65
346	0	CacheHits	0
346	0	CacheMisses	0
346	1	CacheHits	0
346	1	CacheMisses	0
346	2	CacheHits	0
346	2	CacheMisses	0
347	0	CacheHits	0
347	0	CacheMisses	90
347	1	CacheHits	0
347	1	CacheMisses	90
347	2	CacheHits	1
347	2	CacheMisses	91
348	0	CacheHits	0
348	0	CacheMisses	0
348	1	CacheHits	0
348	1	CacheMisses	0
348	2	CacheHits	0
348	2	CacheMisses	0
349	0	CacheHits	0
349	0	CacheMisses	66
349	1	CacheHits	0
349	1	CacheMisses	75
349	2	CacheHits	1
349	2	CacheMisses	84
350	0	CacheHits	0
350	0	CacheMisses	36
350	1	CacheHits	0
350	1	CacheMisses	27
350	2	CacheHits	0
350	2	CacheMisses	19
351	0	CacheHits	0
351	0	CacheMisses	0
351	1	CacheHits	0
351	1	CacheMisses	0
351	2	CacheHits	0
351	2	CacheMisses	0
352	0	CacheHits	0
352	0	CacheMisses	31
352	1	CacheHits	0
352	1	CacheMisses	31
352	2	CacheHits	1
352	2	CacheMisses	32
353	0	CacheHits	0
353	0	CacheMisses	0
353	1	CacheHits	0
353	1	CacheMisses	0
353	2	CacheHits	0
353	2	CacheMisses	0
354	0	CacheHits	0
354	0	CacheMisses	44
354	1	CacheHits	0
354	1	CacheMisses	44
354	2	CacheHits	1
354	2	CacheMisses	45
355	0	CacheHits	0
355	0	CacheMisses	0
355	1	CacheHits	0
355	1	CacheMisses	0
355	2	CacheHits	0
355	2	CacheMisses	0
356	0	CacheHits	0
356	0	CacheMisses	30
356	1	CacheHits	0
356	1	CacheMisses	30
356	2	CacheHits	1
356	2	CacheMisses	31
357	0	CacheHits	0
357	0	CacheMisses	0
357	1	CacheHits	0
357	1	CacheMisses	0
357	2	CacheHits	0
357	2	CacheMisses	0
358	0	CacheHits	0
358	0	CacheMisses	80
358	1	CacheHits	0
358	1	CacheMisses	80
358	2	CacheHits	1
358	2	CacheMisses	81
359	0	CacheHits	0
359	0	CacheMisses	97
359	1	CacheHits	0
359	1	CacheMisses	97
359	2	CacheHits	1
359	2	CacheMisses	98
360	0	CacheHits	0
360	0	CacheMisses	0
360	1	CacheHits	0
360	1	CacheMisses	0
360	2	CacheHits	0
360	2	CacheMisses	0
361	0	CacheHits	0
361	0	CacheMisses	47
361	1	CacheHits	0
361	1	CacheMisses	47
361	2	CacheHits	1
361	2	CacheMisses	47
362	0	CacheHits	0
362	0	CacheMisses	0
362	1	CacheHits	0
362	1	CacheMisses	0
362	2	CacheHits	0
362	2	CacheMisses	0
363	0	CacheHits	0
363	0	CacheMisses	47
363	1	CacheHits	0
363	1	CacheMisses	47
363	2	CacheHits	1
363	2	CacheMisses	48
364	0	CacheHits	0
364	0	CacheMisses	0
364	1	CacheHits	0
364	1	CacheMisses	0
364	2	CacheHits	0
364	2	CacheMisses	0
365	0	CacheHits	0
365	0	CacheMisses	0
365	1	CacheHits	0
365	1	CacheMisses	0
365	2	CacheHits	0
365	2	CacheMisses	0
366	0	CacheHits	0
366	0	CacheMisses	41
366	1	CacheHits	0
366	1	CacheMisses	41
366	2	CacheHits	1
366	2	CacheMisses	42
367	0	CacheHits	0
367	0	CacheMisses	0
367	1	CacheHits	0
367	1	CacheMisses	0
367	2	CacheHits	0
367	2	CacheMisses	0
368	0	CacheHits	0
368	0	CacheMisses	84
368	1	CacheHits	0
368	1	CacheMisses	84
368	2	CacheHits	1
368	2	CacheMisses	85
369	0	CacheHits	0
369	0	CacheMisses	0
369	1	CacheHits	0
369	1	CacheMisses	0
369	2	CacheHits	0
369	2	CacheMisses	0
370	0	CacheHits	0
370	0	CacheMisses	27
370	1	CacheHits	0
370	1	CacheMisses	27
370	2	CacheHits	1
370	2	CacheMisses	28
371	0	CacheHits	0
371	0	CacheMisses	0
371	1	CacheHits	0
371	1	CacheMisses	0
371	2	CacheHits	0
371	2	CacheMisses	0
372	0	CacheHits	0
372	0	CacheMisses	59
372	1	CacheHits	0
372	1	CacheMisses	59
372	2	CacheHits	1
372	2	CacheMisses	60
