Time	Node	Type	Packets	
186	1	CacheMisses	313
186	2	CacheHits	1
186	2	CacheMisses	323
187	0	CacheHits	0
187	0	CacheMisses	193
187	1	CacheHits	0
187	1	CacheMisses	185
187	2	CacheHits	0
187	2	CacheMisses	176
188	0	CacheHits	0
188	0	CacheMisses	561
188	1	CacheHits	0
188	1	CacheMisses	561
188	2	CacheHits	1
188	2	CacheMisses	562
189	0	CacheHits	0
189	0	CacheMisses	0
189	1	CacheHits	0
189	1	CacheMisses	0
189	2	CacheHits	1
189	2	CacheMisses	2
190	0	CacheHits	0
190	0	CacheMisses	470
190	1	CacheHits	0
190	1	CacheMisses	470
190	2	CacheHits	0
190	2	CacheMisses	469
191	0	CacheHits	0
191	0	CacheMisses	0
191	1	CacheHits	0
191	1	CacheMisses	0
191	2	CacheHits	0
191	2	CacheMisses	0
192	0	CacheHits	0
192	0	CacheMisses	265
192	1	CacheHits	0
192	1	CacheMisses	274
192	2	CacheHits	1
192	2	CacheMisses	283
193	0	CacheHits	0
193	0	CacheMisses	20
193	1	CacheHits	0
193	1	CacheMisses	11
193	2	CacheHits	0
193	2	CacheMisses	3
194	0	CacheHits	0
194	0	CacheMisses	755
194	1	CacheHits	0
194	1	CacheMisses	763
194	2	CacheHits	1
194	2	CacheMisses	772
195	0	CacheHits	0
195	0	CacheMisses	321
195	1	CacheHits	0
195	1	CacheMisses	313
195	2	CacheHits	0
195	2	CacheMisses	305
196	0	CacheHits	0
196	0	CacheMisses	453
196	1	CacheHits	0
196	1	CacheMisses	461
196	2	CacheHits	1
196	2	CacheMisses	470
197	0	CacheHits	0
197	0	CacheMisses	503
197	1	CacheHits	0
197	1	CacheMisses	495
197	2	CacheHits	0
197	2	CacheMisses	487
198	0	CacheHits	0
198	0	CacheMisses	271
198	1	CacheHits	0
198	1	CacheMisses	279
198	2	CacheHits	1
198	2	CacheMisses	289
199	0	CacheHits	0
199	0	CacheMisses	347
199	1	CacheHits	0
199	1	CacheMisses	339
199	2	CacheHits	0
199	2	CacheMisses	330
200	0	CacheHits	0
200	0	CacheMisses	388
200	1	CacheHits	0
200	1	CacheMisses	388
200	2	CacheHits	1
200	2	CacheMisses	389
201	0	CacheHits	0
201	0	CacheMisses	4
201	1	CacheHits	0
201	1	CacheMisses	10
201	2	CacheHits	1
201	2	CacheMisses	11
202	0	CacheHits	0
202	0	CacheMisses	652
202	1	CacheHits	0
202	1	CacheMisses	646
202	2	CacheHits	0
202	2	CacheMisses	646
203	0	CacheHits	0
203	0	CacheMisses	0
203	1	CacheHits	0
203	1	CacheMisses	0
203	2	CacheHits	0
203	2	CacheMisses	0
204	0	CacheHits	0
204	0	CacheMisses	98
204	1	CacheHits	0
204	1	CacheMisses	107
204	2	CacheHits	1
204	2	CacheMisses	116
205	0	CacheHits	0
205	0	CacheMisses	269
205	1	CacheHits	0
205	1	CacheMisses	260
205	2	CacheHits	0
205	2	CacheMisses	252
206	0	CacheHits	0
206	0	CacheMisses	386
206	1	CacheHits	0
206	1	CacheMisses	386
206	2	CacheHits	1
206	2	CacheMisses	387
207	0	CacheHits	0
207	0	CacheMisses	0
207	1	CacheHits	0
207	1	CacheMisses	0
207	2	CacheHits	0
207	2	CacheMisses	0
208	0	CacheHits	0
208	0	CacheMisses	61
208	1	CacheHits	0
208	1	CacheMisses	69
208	2	CacheHits	1
208	2	CacheMisses	78
209	0	CacheHits	0
209	0	CacheMisses	311
209	1	CacheHits	0
209	1	CacheMisses	303
209	2	CacheHits	0
209	2	CacheMisses	295
210	0	CacheHits	0
210	0	CacheMisses	422
210	1	CacheHits	0
210	1	CacheMisses	422
210	2	CacheHits	1
210	2	CacheMisses	423
211	0	CacheHits	0
211	0	CacheMisses	6
211	1	CacheHits	0
211	1	CacheMisses	10
211	2	CacheHits	1
211	2	CacheMisses	11
212	0	CacheHits	0
212	0	CacheMisses	809
212	1	CacheHits	0
212	1	CacheMisses	813
212	2	CacheHits	0
212	2	CacheMisses	822
213	0	CacheHits	0
213	0	CacheMisses	531
213	1	CacheHits	0
213	1	CacheMisses	523
213	2	CacheHits	0
213	2	CacheMisses	514
214	0	CacheHits	0
214	0	CacheMisses	243
214	1	CacheHits	0
214	1	CacheMisses	252
214	2	CacheHits	1
214	2	CacheMisses	261
215	0	CacheHits	0
215	0	CacheMisses	774
215	1	CacheHits	0
215	1	CacheMisses	774
215	2	CacheHits	1
215	2	CacheMisses	775
216	0	CacheHits	0
216	0	CacheMisses	833
216	1	CacheHits	0
216	1	CacheMisses	833
216	2	CacheHits	0
216	2	CacheMisses	833
217	0	CacheHits	0
217	0	CacheMisses	37
217	1	CacheHits	0
217	1	CacheMisses	28
217	2	CacheHits	0
217	2	CacheMisses	20
218	0	CacheHits	0
218	0	CacheMisses	737
218	1	CacheHits	0
218	1	CacheMisses	746
218	2	CacheHits	1
218	2	CacheMisses	755
219	0	CacheHits	0
219	0	CacheMisses	48
219	1	CacheHits	0
219	1	CacheMisses	39
219	2	CacheHits	0
219	2	CacheMisses	31
220	0	CacheHits	0
220	0	CacheMisses	500
220	1	CacheHits	0
220	1	CacheMisses	500
220	2	CacheHits	1
220	2	CacheMisses	501
221	0	CacheHits	0
221	0	CacheMisses	0
221	1	CacheHits	0
221	1	CacheMisses	0
221	2	CacheHits	0
221	2	CacheMisses	0
222	0	CacheHits	0
222	0	CacheMisses	168
222	1	CacheHits	0
222	1	CacheMisses	176
222	2	CacheHits	1
222	2	CacheMisses	185
223	0	CacheHits	0
223	0	CacheMisses	596
223	1	CacheHits	0
223	1	CacheMisses	588
223	2	CacheHits	0
223	2	CacheMisses	580
224	0	CacheHits	0
224	0	CacheMisses	178
224	1	CacheHits	0
224	1	CacheMisses	186
224	2	CacheHits	1
224	2	CacheMisses	196
225	0	CacheHits	0
225	0	CacheMisses	388
225	1	CacheHits	0
225	1	CacheMisses	380
225	2	CacheHits	0
225	2	CacheMisses	371
226	0	CacheHits	0
226	0	CacheMisses	386
226	1	CacheHits	0
226	1	CacheMisses	394
226	2	CacheHits	1
226	2	CacheMisses	404
227	0	CacheHits	0
227	0	CacheMisses	132
227	1	CacheHits	0
227	1	CacheMisses	124
227	2	CacheHits	0
227	2	CacheMisses	115
228	0	CacheHits	0
228	0	CacheMisses	642
228	1	CacheHits	0
228	1	CacheMisses	651
228	2	CacheHits	1
228	2	CacheMisses	660
229	0	CacheHits	0
229	0	CacheMisses	308
229	1	CacheHits	0
229	1	CacheMisses	299
229	2	CacheHits	0
229	2	CacheMisses	291
230	0	CacheHits	0
230	0	CacheMisses	466
230	1	CacheHits	0
230	1	CacheMisses	475
230	2	CacheHits	1
230	2	CacheMisses	484
231	0	CacheHits	0
231	0	CacheMisses	249
231	1	CacheHits	0
231	1	CacheMisses	240
231	2	CacheHits	0
231	2	CacheMisses	232
232	0	CacheHits	0
232	0	CacheMisses	488
232	1	CacheHits	0
232	1	CacheMisses	488
232	2	CacheHits	1
232	2	CacheMisses	489
233	0	CacheHits	0
233	0	CacheMisses	2
233	1	CacheHits	0
233	1	CacheMisses	10
233	2	CacheHits	1
233	2	CacheMisses	11
234	0	CacheHits	0
234	0	CacheMisses	507
234	1	CacheHits	0
234	1	CacheMisses	499
234	2	CacheHits	0
234	2	CacheMisses	499
235	0	CacheHits	0
235	0	CacheMisses	0
235	1	CacheHits	0
235	1	CacheMisses	0
235	2	CacheHits	0
235	2	CacheMisses	0
236	0	CacheHits	0
236	0	CacheMisses	244
236	1	CacheHits	0
236	1	CacheMisses	252
236	2	CacheHits	1
236	2	CacheMisses	262
237	0	CacheHits	0
237	0	CacheMisses	398
237	1	CacheHits	0
237	1	CacheMisses	390
237	2	CacheHits	0
237	2	CacheMisses	381
238	0	CacheHits	0
238	0	CacheMisses	376
238	1	CacheHits	0
238	1	CacheMisses	384
238	2	CacheHits	1
238	2	CacheMisses	394
239	0	CacheHits	0
239	0	CacheMisses	349
239	1	CacheHits	0
239	1	CacheMisses	341
239	2	CacheHits	0
239	2	CacheMisses	332
240	0	CacheHits	0
240	0	CacheMisses	425
240	1	CacheHits	0
240	1	CacheMisses	434
240	2	CacheHits	1
240	2	CacheMisses	443
241	0	CacheHits	0
241	0	CacheMisses	799
241	1	CacheHits	0
241	1	CacheMisses	792
241	2	CacheHits	1
241	2	CacheMisses	784
242	0	CacheHits	0
242	0	CacheMisses	809
242	1	CacheHits	0
242	1	CacheMisses	816
242	2	CacheHits	0
242	2	CacheMisses	824
243	0	CacheHits	0
243	0	CacheMisses	579
243	1	CacheHits	0
243	1	CacheMisses	570
243	2	CacheHits	0
243	2	CacheMisses	562
244	0	CacheHits	0
244	0	CacheMisses	196
244	1	CacheHits	0
244	1	CacheMisses	204
244	2	CacheHits	1
244	2	CacheMisses	213
245	0	CacheHits	0
245	0	CacheMisses	589
245	1	CacheHits	0
245	1	CacheMisses	581
245	2	CacheHits	0
245	2	CacheMisses	573
246	0	CacheHits	0
246	0	CacheMisses	185
246	1	CacheHits	0
246	1	CacheMisses	193
246	2	CacheHits	1
246	2	CacheMisses	203
247	0	CacheHits	0
247	0	CacheMisses	442
247	1	CacheHits	0
247	1	CacheMisses	434
247	2	CacheHits	0
247	2	CacheMisses	425
248	0	CacheHits	0
248	0	CacheMisses	332
248	1	CacheHits	0
248	1	CacheMisses	340
248	2	CacheHits	1
248	2	CacheMisses	350
249	0	CacheHits	0
249	0	CacheMisses	644
249	1	CacheHits	0
249	1	CacheMisses	636
249	2	CacheHits	0
249	2	CacheMisses	627
250	0	CacheHits	0
250	0	CacheMisses	130
250	1	CacheHits	0
250	1	CacheMisses	139
250	2	CacheHits	1
250	2	CacheMisses	148
251	0	CacheHits	0
251	0	CacheMisses	774
251	1	CacheHits	0
251	1	CacheMisses	774
251	2	CacheHits	1
251	2	CacheMisses	775
252	0	CacheHits	0
252	0	CacheMisses	795
252	1	CacheHits	0
252	1	CacheMisses	786
252	2	CacheHits	0
252	2	CacheMisses	778
253	0	CacheHits	0
253	0	CacheMisses	3
253	1	CacheHits	0
253	1	CacheMisses	10
253	2	CacheHits	1
253	2	CacheMisses	11
254	0	CacheHits	0
254	0	CacheMisses	790
254	1	CacheHits	0
254	1	CacheMisses	783
254	2	CacheHits	0
254	2	CacheMisses	783
255	0	CacheHits	0
255	0	CacheMisses	0
255	1	CacheHits	0
255	1	CacheMisses	0
255	2	CacheHits	1
255	2	CacheMisses	2
256	0	CacheHits	0
256	0	CacheMisses	489
256	1	CacheHits	0
256	1	CacheMisses	489
256	2	CacheHits	0
256	2	CacheMisses	488
257	0	CacheHits	0
257	0	CacheMisses	0
257	1	CacheHits	0
257	1	CacheMisses	0
257	2	CacheHits	0
257	2	CacheMisses	0
258	0	CacheHits	0
258	0	CacheMisses	246
258	1	CacheHits	0
258	1	CacheMisses	254
258	2	CacheHits	1
258	2	CacheMisses	264
259	0	CacheHits	0
259	0	CacheMisses	304
259	1	CacheHits	0
259	1	CacheMisses	296
259	2	CacheHits	0
259	2	CacheMisses	287
260	0	CacheHits	0
260	0	CacheMisses	449
260	1	CacheHits	0
260	1	CacheMisses	449
260	2	CacheHits	1
260	2	CacheMisses	450
261	0	CacheHits	0
261	0	CacheMisses	0
261	1	CacheHits	0
261	1	CacheMisses	0
261	2	CacheHits	1
261	2	CacheMisses	4
262	0	CacheHits	0
262	0	CacheMisses	787
262	1	CacheHits	0
262	1	CacheMisses	787
262	2	CacheHits	0
262	2	CacheMisses	784
263	0	CacheHits	0
263	0	CacheMisses	0
263	1	CacheHits	0
263	1	CacheMisses	0
263	2	CacheHits	0
263	2	CacheMisses	0
264	0	CacheHits	0
264	0	CacheMisses	694
264	1	CacheHits	0
264	1	CacheMisses	694
264	2	CacheHits	1
264	2	CacheMisses	695
265	0	CacheHits	0
265	0	CacheMisses	30
265	1	CacheHits	0
265	1	CacheMisses	38
265	2	CacheHits	1
265	2	CacheMisses	47
266	0	CacheHits	0
266	0	CacheMisses	476
266	1	CacheHits	0
266	1	CacheMisses	468
266	2	CacheHits	0
266	2	CacheMisses	460
267	0	CacheHits	0
267	0	CacheMisses	0
267	1	CacheHits	0
267	1	CacheMisses	0
267	2	CacheHits	0
267	2	CacheMisses	0
268	0	CacheHits	0
268	0	CacheMisses	298
268	1	CacheHits	0
268	1	CacheMisses	306
268	2	CacheHits	1
268	2	CacheMisses	315
269	0	CacheHits	0
269	0	CacheMisses	347
269	1	CacheHits	0
269	1	CacheMisses	339
269	2	CacheHits	0
269	2	CacheMisses	331
270	0	CacheHits	0
270	0	CacheMisses	427
270	1	CacheHits	0
270	1	CacheMisses	435
270	2	CacheHits	1
270	2	CacheMisses	445
271	0	CacheHits	0
271	0	CacheMisses	463
271	1	CacheHits	0
271	1	CacheMisses	455
271	2	CacheHits	0
271	2	CacheMisses	446
272	0	CacheHits	0
272	0	CacheMisses	311
272	1	CacheHits	0
272	1	CacheMisses	319
272	2	CacheHits	1
272	2	CacheMisses	329
273	0	CacheHits	0
273	0	CacheMisses	833
273	1	CacheHits	0
273	1	CacheMisses	834
273	2	CacheHits	0
273	2	CacheMisses	833
274	0	CacheHits	0
274	0	CacheMisses	774
274	1	CacheHits	0
274	1	CacheMisses	774
274	2	CacheHits	1
274	2	CacheMisses	775
275	0	CacheHits	0
275	0	CacheMisses	561
275	1	CacheHits	0
275	1	CacheMisses	552
275	2	CacheHits	0
275	2	CacheMisses	544
276	0	CacheHits	0
276	0	CacheMisses	214
276	1	CacheHits	0
276	1	CacheMisses	222
276	2	CacheHits	1
276	2	CacheMisses	231
277	0	CacheHits	0
277	0	CacheMisses	510
277	1	CacheHits	0
277	1	CacheMisses	502
277	2	CacheHits	0
277	2	CacheMisses	494
278	0	CacheHits	0
278	0	CacheMisses	264
278	1	CacheHits	0
278	1	CacheMisses	272
278	2	CacheHits	1
278	2	CacheMisses	281
279	0	CacheHits	0
279	0	CacheMisses	506
279	1	CacheHits	0
279	1	CacheMisses	498
279	2	CacheHits	0
279	2	CacheMisses	490
280	0	CacheHits	0
280	0	CacheMisses	268
280	1	CacheHits	0
280	1	CacheMisses	276
280	2	CacheHits	1
280	2	CacheMisses	286
281	0	CacheHits	0
281	0	CacheMisses	501
281	1	CacheHits	0
281	1	CacheMisses	493
281	2	CacheHits	0
281	2	CacheMisses	484
282	0	CacheHits	0
282	0	CacheMisses	273
282	1	CacheHits	0
282	1	CacheMisses	281
282	2	CacheHits	1
282	2	CacheMisses	291
283	0	CacheHits	0
283	0	CacheMisses	774
283	1	CacheHits	0
283	1	CacheMisses	775
283	2	CacheHits	1
283	2	CacheMisses	775
284	0	CacheHits	0
284	0	CacheMisses	833
284	1	CacheHits	0
284	1	CacheMisses	833
284	2	CacheHits	0
284	2	CacheMisses	833
285	0	CacheHits	0
285	0	CacheMisses	173
285	1	CacheHits	0
285	1	CacheMisses	164
285	2	CacheHits	0
285	2	CacheMisses	156
286	0	CacheHits	0
286	0	CacheMisses	601
286	1	CacheHits	0
286	1	CacheMisses	610
286	2	CacheHits	1
286	2	CacheMisses	619
287	0	CacheHits	0
287	0	CacheMisses	187
287	1	CacheHits	0
287	1	CacheMisses	178
287	2	CacheHits	0
287	2	CacheMisses	170
288	0	CacheHits	0
288	0	CacheMisses	588
288	1	CacheHits	0
288	1	CacheMisses	596
288	2	CacheHits	1
288	2	CacheMisses	605
289	0	CacheHits	0
289	0	CacheMisses	251
289	1	CacheHits	0
289	1	CacheMisses	243
289	2	CacheHits	0
289	2	CacheMisses	235
290	0	CacheHits	0
290	0	CacheMisses	523
290	1	CacheHits	0
290	1	CacheMisses	531
290	2	CacheHits	1
290	2	CacheMisses	540
291	0	CacheHits	0
291	0	CacheMisses	529
291	1	CacheHits	0
291	1	CacheMisses	521
291	2	CacheHits	0
291	2	CacheMisses	513
292	0	CacheHits	0
292	0	CacheMisses	245
292	1	CacheHits	0
292	1	CacheMisses	253
292	2	CacheHits	1
292	2	CacheMisses	263
293	0	CacheHits	0
293	0	CacheMisses	252
293	1	CacheHits	0
293	1	CacheMisses	244
293	2	CacheHits	0
293	2	CacheMisses	235
294	0	CacheHits	0
294	0	CacheMisses	522
294	1	CacheHits	0
294	1	CacheMisses	530
294	2	CacheHits	1
294	2	CacheMisses	540
295	0	CacheHits	0
295	0	CacheMisses	284
295	1	CacheHits	0
295	1	CacheMisses	276
295	2	CacheHits	0
295	2	CacheMisses	267
296	0	CacheHits	0
296	0	CacheMisses	490
296	1	CacheHits	0
296	1	CacheMisses	499
296	2	CacheHits	1
296	2	CacheMisses	508
297	0	CacheHits	0
297	0	CacheMisses	557
297	1	CacheHits	0
297	1	CacheMisses	548
297	2	CacheHits	0
297	2	CacheMisses	540
298	0	CacheHits	0
298	0	CacheMisses	217
298	1	CacheHits	0
298	1	CacheMisses	226
298	2	CacheHits	1
298	2	CacheMisses	235
299	0	CacheHits	0
299	0	CacheMisses	571
299	1	CacheHits	0
299	1	CacheMisses	562
299	2	CacheHits	0
299	2	CacheMisses	554
300	0	CacheHits	0
300	0	CacheMisses	204
300	1	CacheHits	0
300	1	CacheMisses	212
300	2	CacheHits	1
300	2	CacheMisses	221
301	0	CacheHits	0
301	0	CacheMisses	499
301	1	CacheHits	0
301	1	CacheMisses	491
301	2	CacheHits	0
301	2	CacheMisses	482
302	0	CacheHits	0
302	0	CacheMisses	277
302	1	CacheHits	0
302	1	CacheMisses	285
302	2	CacheHits	1
302	2	CacheMisses	295
303	0	CacheHits	0
303	0	CacheMisses	230
303	1	CacheHits	0
303	1	CacheMisses	222
303	2	CacheHits	0
303	2	CacheMisses	213
304	0	CacheHits	0
304	0	CacheMisses	544
304	1	CacheHits	0
304	1	CacheMisses	552
304	2	CacheHits	1
304	2	CacheMisses	562
305	0	CacheHits	0
305	0	CacheMisses	170
305	1	CacheHits	0
305	1	CacheMisses	162
305	2	CacheHits	0
305	2	CacheMisses	153
306	0	CacheHits	0
306	0	CacheMisses	556
306	1	CacheHits	0
306	1	CacheMisses	556
306	2	CacheHits	1
306	2	CacheMisses	557
307	0	CacheHits	0
307	0	CacheMisses	10
307	1	CacheHits	0
307	1	CacheMisses	10
307	2	CacheHits	1
307	2	CacheMisses	11
308	0	CacheHits	0
308	0	CacheMisses	291
308	1	CacheHits	0
308	1	CacheMisses	291
308	2	CacheHits	0
308	2	CacheMisses	291
309	0	CacheHits	0
309	0	CacheMisses	0
309	1	CacheHits	0
309	1	CacheMisses	0
309	2	CacheHits	0
309	2	CacheMisses	0
310	0	CacheHits	0
310	0	CacheMisses	462
310	1	CacheHits	0
310	1	CacheMisses	471
310	2	CacheHits	1
310	2	CacheMisses	480
311	0	CacheHits	0
311	0	CacheMisses	262
311	1	CacheHits	0
311	1	CacheMisses	253
311	2	CacheHits	0
311	2	CacheMisses	245
312	0	CacheHits	0
312	0	CacheMisses	513
312	1	CacheHits	0
312	1	CacheMisses	521
312	2	CacheHits	1
312	2	CacheMisses	530
313	0	CacheHits	0
313	0	CacheMisses	644
313	1	CacheHits	0
313	1	CacheMisses	636
313	2	CacheHits	0
313	2	CacheMisses	628
314	0	CacheHits	0
314	0	CacheMisses	130
314	1	CacheHits	0
314	1	CacheMisses	138
314	2	CacheHits	1
314	2	CacheMisses	148
315	0	CacheHits	0
315	0	CacheMisses	833
315	1	CacheHits	0
315	1	CacheMisses	833
315	2	CacheHits	0
315	2	CacheMisses	833
316	0	CacheHits	0
316	0	CacheMisses	774
316	1	CacheHits	0
316	1	CacheMisses	775
316	2	CacheHits	1
316	2	CacheMisses	775
317	0	CacheHits	0
317	0	CacheMisses	833
317	1	CacheHits	0
317	1	CacheMisses	833
317	2	CacheHits	0
317	2	CacheMisses	833
318	0	CacheHits	0
318	0	CacheMisses	774
318	1	CacheHits	0
318	1	CacheMisses	774
318	2	CacheHits	1
318	2	CacheMisses	775
319	0	CacheHits	0
319	0	CacheMisses	714
319	1	CacheHits	0
319	1	CacheMisses	705
319	2	CacheHits	0
319	2	CacheMisses	697
320	0	CacheHits	0
320	0	CacheMisses	60
320	1	CacheHits	0
320	1	CacheMisses	69
320	2	CacheHits	1
320	2	CacheMisses	78
321	0	CacheHits	0
321	0	CacheMisses	833
321	1	CacheHits	0
321	1	CacheMisses	833
321	2	CacheHits	0
321	2	CacheMisses	833
322	0	CacheHits	0
322	0	CacheMisses	775
322	1	CacheHits	0
322	1	CacheMisses	774
322	2	CacheHits	1
322	2	CacheMisses	775
323	0	CacheHits	0
323	0	CacheMisses	833
323	1	CacheHits	0
323	1	CacheMisses	833
323	2	CacheHits	0
323	2	CacheMisses	833
324	0	CacheHits	0
324	0	CacheMisses	774
324	1	CacheHits	0
324	1	CacheMisses	774
324	2	CacheHits	1
324	2	CacheMisses	776
325	0	CacheHits	0
325	0	CacheMisses	706
325	1	CacheHits	0
325	1	CacheMisses	698
325	2	CacheHits	0
325	2	CacheMisses	689
326	0	CacheHits	0
326	0	CacheMisses	68
326	1	CacheHits	0
326	1	CacheMisses	76
326	2	CacheHits	1
326	2	CacheMisses	86
327	0	CacheHits	0
327	0	CacheMisses	833
327	1	CacheHits	0
327	1	CacheMisses	833
327	2	CacheHits	0
327	2	CacheMisses	833
328	0	CacheHits	0
328	0	CacheMisses	774
328	1	CacheHits	0
328	1	CacheMisses	775
328	2	CacheHits	1
328	2	CacheMisses	775
329	0	CacheHits	0
329	0	CacheMisses	833
329	1	CacheHits	0
329	1	CacheMisses	833
329	2	CacheHits	0
329	2	CacheMisses	833
330	0	CacheHits	0
330	0	CacheMisses	774
330	1	CacheHits	0
330	1	CacheMisses	774
330	2	CacheHits	1
330	2	CacheMisses	775
331	0	CacheHits	0
331	0	CacheMisses	589
331	1	CacheHits	0
331	1	CacheMisses	580
331	2	CacheHits	0
331	2	CacheMisses	572
332	0	CacheHits	0
332	0	CacheMisses	186
332	1	CacheHits	0
332	1	CacheMisses	194
332	2	CacheHits	1
332	2	CacheMisses	203
333	0	CacheHits	0
333	0	CacheMisses	703
333	1	CacheHits	0
333	1	CacheMisses	695
333	2	CacheHits	0
333	2	CacheMisses	687
334	0	CacheHits	0
334	0	CacheMisses	71
334	1	CacheHits	0
334	1	CacheMisses	79
334	2	CacheHits	1
334	2	CacheMisses	89
335	0	CacheHits	0
335	0	CacheMisses	833
335	1	CacheHits	0
335	1	CacheMisses	833
335	2	CacheHits	0
335	2	CacheMisses	832
336	0	CacheHits	0
336	0	CacheMisses	774
336	1	CacheHits	0
336	1	CacheMisses	774
336	2	CacheHits	1
336	2	CacheMisses	776
337	0	CacheHits	0
337	0	CacheMisses	833
337	1	CacheHits	0
337	1	CacheMisses	833
337	2	CacheHits	0
337	2	CacheMisses	833
338	0	CacheHits	0
338	0	CacheMisses	774
338	1	CacheHits	0
338	1	CacheMisses	774
338	2	CacheHits	1
338	2	CacheMisses	775
339	0	CacheHits	0
339	0	CacheMisses	833
339	1	CacheHits	0
339	1	CacheMisses	833
339	2	CacheHits	0
339	2	CacheMisses	833
340	0	CacheHits	0
340	0	CacheMisses	774
340	1	CacheHits	0
340	1	CacheMisses	775
340	2	CacheHits	1
340	2	CacheMisses	775
341	0	CacheHits	0
341	0	CacheMisses	259
341	1	CacheHits	0
341	1	CacheMisses	250
341	2	CacheHits	0
341	2	CacheMisses	242
342	0	CacheHits	0
342	0	CacheMisses	515
342	1	CacheHits	0
342	1	CacheMisses	524
342	2	CacheHits	1
342	2	CacheMisses	533
343	0	CacheHits	0
343	0	CacheMisses	230
343	1	CacheHits	0
343	1	CacheMisses	221
343	2	CacheHits	0
343	2	CacheMisses	213
344	0	CacheHits	0
344	0	CacheMisses	545
344	1	CacheHits	0
344	1	CacheMisses	553
344	2	CacheHits	1
344	2	CacheMisses	562
345	0	CacheHits	0
345	0	CacheMisses	85
345	1	CacheHits	0
345	1	CacheMisses	77
345	2	CacheHits	0
345	2	CacheMisses	69
346	0	CacheHits	0
346	0	CacheMisses	689
346	1	CacheHits	0
346	1	CacheMisses	697
346	2	CacheHits	1
346	2	CacheMisses	707
347	0	CacheHits	0
347	0	CacheMisses	46
347	1	CacheHits	0
347	1	CacheMisses	38
347	2	CacheHits	0
347	2	CacheMisses	29
348	0	CacheHits	0
348	0	CacheMisses	658
348	1	CacheHits	0
348	1	CacheMisses	658
348	2	CacheHits	1
348	2	CacheMisses	659
349	0	CacheHits	0
349	0	CacheMisses	11
349	1	CacheHits	0
349	1	CacheMisses	20
349	2	CacheHits	1
349	2	CacheMisses	29
350	0	CacheHits	0
350	0	CacheMisses	674
350	1	CacheHits	0
350	1	CacheMisses	665
350	2	CacheHits	0
350	2	CacheMisses	657
351	0	CacheHits	0
351	0	CacheMisses	0
351	1	CacheHits	0
351	1	CacheMisses	0
351	2	CacheHits	0
351	2	CacheMisses	0
352	0	CacheHits	0
352	0	CacheMisses	100
352	1	CacheHits	0
352	1	CacheMisses	109
352	2	CacheHits	1
352	2	CacheMisses	118
353	0	CacheHits	0
353	0	CacheMisses	176
353	1	CacheHits	0
353	1	CacheMisses	167
353	2	CacheHits	0
353	2	CacheMisses	159
354	0	CacheHits	0
354	0	CacheMisses	360
354	1	CacheHits	0
354	1	CacheMisses	360
354	2	CacheHits	1
354	2	CacheMisses	361
355	0	CacheHits	0
355	0	CacheMisses	0
355	1	CacheHits	0
355	1	CacheMisses	0
355	2	CacheHits	0
355	2	CacheMisses	0
356	0	CacheHits	0
356	0	CacheMisses	180
356	1	CacheHits	0
356	1	CacheMisses	188
356	2	CacheHits	1
356	2	CacheMisses	197
357	0	CacheHits	0
357	0	CacheMisses	50
357	1	CacheHits	0
357	1	CacheMisses	42
357	2	CacheHits	0
357	2	CacheMisses	34
358	0	CacheHits	0
358	0	CacheMisses	347
358	1	CacheHits	0
358	1	CacheMisses	347
358	2	CacheHits	1
358	2	CacheMisses	348
359	0	CacheHits	0
359	0	CacheMisses	0
359	1	CacheHits	0
359	1	CacheMisses	0
359	2	CacheHits	0
359	2	CacheMisses	0
360	0	CacheHits	0
360	0	CacheMisses	318
360	1	CacheHits	0
360	1	CacheMisses	326
360	2	CacheHits	1
360	2	CacheMisses	336
361	0	CacheHits	0
361	0	CacheMisses	174
361	1	CacheHits	0
361	1	CacheMisses	166
361	2	CacheHits	0
361	2	CacheMisses	156
362	0	CacheHits	0
362	0	CacheMisses	536
362	1	CacheHits	0
362	1	CacheMisses	536
362	2	CacheHits	1
362	2	CacheMisses	537
363	0	CacheHits	0
363	0	CacheMisses	10
363	1	CacheHits	0
363	1	CacheMisses	15
363	2	CacheHits	1
363	2	CacheMisses	24
364	0	CacheHits	0
364	0	CacheMisses	576
364	1	CacheHits	0
364	1	CacheMisses	571
364	2	CacheHits	0
364	2	CacheMisses	563
365	0	CacheHits	0
365	0	CacheMisses	0
365	1	CacheHits	0
365	1	CacheMisses	0
365	2	CacheHits	0
365	2	CacheMisses	0
366	0	CacheHits	0
366	0	CacheMisses	195
366	1	CacheHits	0
366	1	CacheMisses	203
366	2	CacheHits	1
366	2	CacheMisses	212
367	0	CacheHits	0
367	0	CacheMisses	192
367	1	CacheHits	0
367	1	CacheMisses	184
367	2	CacheHits	0
367	2	CacheMisses	176
368	0	CacheHits	0
368	0	CacheMisses	582
368	1	CacheHits	0
368	1	CacheMisses	590
368	2	CacheHits	1
368	2	CacheMisses	600
369	0	CacheHits	0
369	0	CacheMisses	70
369	1	CacheHits	0
369	1	CacheMisses	62
369	2	CacheHits	0
369	2	CacheMisses	53
370	0	CacheHits	0
370	0	CacheMisses	258
370	1	CacheHits	0
370	1	CacheMisses	258
370	2	CacheHits	1
370	2	CacheMisses	259
371	0	CacheHits	0
371	0	CacheMisses	0
371	1	CacheHits	0
371	1	CacheMisses	0
371	2	CacheHits	0
371	2	CacheMisses	0
372	0	CacheHits	0
372	0	CacheMisses	384
372	1	CacheHits	0
372	1	CacheMisses	384
372	2	CacheHits	1
